Tittle,Link,Thumbnail,Sapo,Category,Source,Release_time
Tại sao chiếc đuôi đột nhiên biến mất trong quá trình tiến hóa của loài người?,https://kienthuc.net.vn/khoa-hoc-cong-nghe/tai-sao-chiec-duoi-dot-nhien-bien-mat-trong-qua-trinh-tien-hoa-cua-loai-nguoi-1709828.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/Uploaded/dinhcuc/2022_06_06/v/4_RXLN.jpg,"Tổ tiên của loài người có thể nói là loài vượn, loài khỉ trước đây thường có đuôi, nhưng hiện nay trong quá trình tiến hóa của loài người, chiếc đuôi biến mất.",khoa học,kienthuc.net,00:39 | 08/06/2022
Bí mật khó tin đằng sau những địa điểm nổi tiếng thế giới,https://kienthuc.net.vn/khoa-hoc-cong-nghe/bi-mat-kho-tin-dang-sau-nhung-dia-diem-noi-tieng-the-gioi-1710030.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_07/3/9_DDFW.png,Các nhà khoa học đã mất rất nhiều thời gian để nghiên cứu những địa điểm khảo cổ nổi tiếng trên thế giới và phát hiện bí mật khó tin có thế bạn chưa từng nghe.,khoa học,kienthuc.net,20:15 | 07/06/2022
"Kinh hoàng hơn Bermuda, vùng đen tối này đã “nuốt chửng” 16.000 người",https://kienthuc.net.vn/khoa-hoc-cong-nghe/kinh-hoang-hon-bermuda-vung-den-toi-nay-da-nuot-chung-16000-nguoi-1710029.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_07/4/2_HPZD.png,"Bên cạnh Bermuda, tam giác quỷ Alaska cũng là một trong những bí ẩn lớn nhất của nhân loại khi xảy ra nhiều vụ mất tích của vô số người cùng máy bay, tàu.",khoa học,kienthuc.net,19:03 | 07/06/2022
Sinh viên Bách khoa biến cây dược liệu thành Trà túi lọc an thần,https://kienthuc.net.vn/khoa-hoc-cong-nghe/sinh-vien-bach-khoa-bien-cay-duoc-lieu-thanh-tra-tui-loc-an-than-1710090.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/Uploaded/nhatminh/2022_06_07/tra-2_IBUE.jpg,Sản phẩm khoa học Trà thảo mộc túi lọc Assamica do Nhóm sinh viên trường ĐH Bách khoa TPHCM nghiên cứu đã đạt giải Nhất cuộc thi Bách khoa Innovation 2021.,khoa học,kienthuc.net,15:44 | 07/06/2022
Phát hiện cánh cửa về thế giới cổ: Nơi “nữ thần Hy Lạp” yên nghỉ,https://kienthuc.net.vn/khoa-hoc-cong-nghe/phat-hien-canh-cua-ve-the-gioi-co-noi-nu-than-hy-lap-yen-nghi-1709907.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_07/2/1_LXEQ.png,"Một nơi yên nghỉ lộng lẫy như trong thần thoại vừa được phát hiện gần thành phố Kozani, miền Bắc Hy Lạp được cho là của ""nữ thần Hy Lạp"" đã 2.100 năm tuổi.",khoa học,kienthuc.net,14:40 | 07/06/2022
"Phát hiện 379.000 vật thể vũ trụ biết biến hình, chuyên gia kinh ngạc",https://kienthuc.net.vn/khoa-hoc-cong-nghe/phat-hien-379000-vat-the-vu-tru-biet-bien-hinh-chuyen-gia-kinh-ngac-1709890.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_06/4/4_LBXL.png,"Phân tích dữ liệu từ Dự án ""Khảo sát tự động siêu tân tinh toàn bầu trời"", các nhà khoa học đã phát hiện 379.000 ""sao biến hình"" trong vùng trời được quan sát.",khoa học,kienthuc.net,12:50 | 07/06/2022
Chim sấm khổng lồ tuyệt chủng vì bị... con người ăn trứng,https://kienthuc.net.vn/khoa-hoc-cong-nghe/chim-sam-khong-lo-tuyet-chung-vi-bi-con-nguoi-an-trung-1709435.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/Uploaded/tructoasoan/2022_06_06/avatar1654313537912-1654313538533793742621-55-0-493-700-crop-1654313656363357489368_HMGG.jpg,"Năm mươi nghìn năm trước, Úc là nơi cư trú của những loài động vật cực lớn. Một trong số đó là chim sấm, cao hơn 2 mét và nặng 250 kg.",khoa học,kienthuc.net,12:33 | 07/06/2022
Phát hiện manh mối “sự sống ngoài hành tinh” đã chết ở sao Hoả,https://kienthuc.net.vn/khoa-hoc-cong-nghe/phat-hien-manh-moi-su-song-ngoai-hanh-tinh-da-chet-o-sao-hoa-1709884.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_07/1/8_WOCS.png,"Mới đây, các nhà khoa học đã phát hiện 47 đầm lầy magma trong lớp phủ sao Hoả, tiến gần hơn thế giới sinh vật ngoài hành tinh hiện hữu không xa chúng ta.",khoa học,kienthuc.net,12:20 | 07/06/2022
Bí ẩn hàng nghìn xác cá heo chết cháy trôi dạt vào bờ biển,https://kienthuc.net.vn/khoa-hoc-cong-nghe/bi-an-hang-nghin-xac-ca-heo-chet-chay-troi-dat-vao-bo-bien-1709747.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/hongnhat/2022_06_06/5/caheo-1_RDGK.png,"Trong những ngày qua, hàng nghìn xác cá heo chết cháy được trôi dạt vào bờ biển các nước: Bulgaria, Romania, Thổ Nhĩ Kỳ và Ukraine khiến chuyên gia lo lắng.",khoa học,kienthuc.net,08:15 | 07/06/2022
Chiêm ngưỡng cây đa hơn 800 năm tuổi trên bán đảo Sơn Trà,https://kienthuc.net.vn/khoa-hoc-cong-nghe/chiem-nguong-cay-da-hon-800-nam-tuoi-tren-ban-dao-son-tra-1709759.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/Uploaded/thuydung/2022_06_06/cay-da_QKTY.jpg,"Cây đa Sơn Trà hơn 800 năm tuổi còn có tên là Đa núi cao, nằm ở rìa phía Đông bán đảo Sơn Trà, địa phận tiểu khu 63, thuộc khu bảo tồn thiên nhiên Sơn Trà.",khoa học,kienthuc.net,07:36 | 07/06/2022
Bí ẩn những vụ mất tích tại “tam giác quỷ Bermuda” nổi tiếng Trung Quốc,https://kienthuc.net.vn/khoa-hoc-cong-nghe/bi-an-nhung-vu-mat-tich-tai-tam-giac-quy-bermuda-noi-tieng-trung-quoc-1709751.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/hongnhat/2022_06_06/4/ho-4_WCFO.jpg,"Hồ Bà Dương được mệnh danh là ""tam giác quỷ Bermuda"" ở Trung Quốc khi nơi đây xảy ra ít nhất 200 vụ mất tích bí ẩn của các tàu thuyền cùng hàng ngàn người.",khoa học,kienthuc.net,07:30 | 07/06/2022
Cực độc loại muối làm từ động vật: Việt Nam có nhiều!,https://kienthuc.net.vn/khoa-hoc-cong-nghe/cuc-doc-loai-muoi-lam-tu-dong-vat-viet-nam-co-nhieu-1709748.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_06/6/7_UEER.png,Muối kiến vàng được làm từ xác của những con kiến vàng sống trên cây cao. Dù nghe có vẻ đáng sợ nhưng hương vi vô cùng thơm ngon và giàu dinh dưỡng.,khoa học,kienthuc.net,07:10 | 07/06/2022
Giật mình nguyên nhân tử tù xưa thường bị xử trảm vào mùa Thu,https://kienthuc.net.vn/kho-tri-thuc/giat-minh-nguyen-nhan-tu-tu-xua-thuong-bi-xu-tram-vao-mua-thu-1709756.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/hongnhat/2022_06_03/2/tuu-2_NIZM.jpg,"Ở Trung Quốc thời phong kiến, tử tù chỉ thi hành án tử vào mùa Thu. Điều này khiến nhiều người thắc mắc vì sao lại chọn thời điểm như vậy.",khoa học,kienthuc.net,06:42 | 07/06/2022
"Bất ngờ phát hiện “chuỗi ngọc lạ” trên trời, chuyên gia lập tức giải mã",https://kienthuc.net.vn/khoa-hoc-cong-nghe/bat-ngo-phat-hien-chuoi-ngoc-la-tren-troi-chuyen-gia-lap-tuc-giai-ma-1709746.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_06/1/1_FNOU.png,"Chuỗi ngọc lạ này chính là các ""hạt ma quái"" xuất hiện thành từng nhóm rải rác trên bầu trời được 13 tàu vũ trụ mang kính thiên văn ghi lại.",khoa học,kienthuc.net,06:40 | 07/06/2022
Một “vị anh hùng” bí ẩn đã cứu Trái đất khỏi huỷ diệt vào năm 1994,https://kienthuc.net.vn/khoa-hoc-cong-nghe/mot-vi-anh-hung-bi-an-da-cuu-trai-dat-khoi-huy-diet-vao-nam-1994-1709717.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_06/5/6_EMKY.png,"Một ngôi sao chổi được phát hiện vào năm 1993 đã khiến các nhà khoa học toát mồ hôi vì nó được dự báo sẽ va chạm với Trái đất, xoá sổ con người vào năm 1994.",khoa học,kienthuc.net,20:15 | 06/06/2022
Phát hiện lỗ hổng lớn gần đỉnh núi Adams: Nghi cổng vào của UFO,https://kienthuc.net.vn/khoa-hoc-cong-nghe/phat-hien-lo-hong-lon-gan-dinh-nui-adams-nghi-cong-vao-cua-ufo-1709713.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_06/7/6_MIRD.png,Từ lâu đã có suy đoán rằng núi Adams đang ẩn giấu một căn cứ tàu không gian bí mật. Một lỗ hổng đã được tìm thấy ở ngọn núi này khiến tin đồn càng có cơ sở hơn.,khoa học,kienthuc.net,19:03 | 06/06/2022
"Vẻ huyền bí của loài hiếm nhất trong số các loại cá, chỉ còn 37 con",https://kienthuc.net.vn/khoa-hoc-cong-nghe/ve-huyen-bi-cua-loai-hiem-nhat-trong-so-cac-loai-ca-chi-con-37-con-1709543.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_06/3/1_VGVE.png,Loài cá màu xanh nhỏ bé này là loài độc nhất vô nhị cực hiếm. Chúng có thể sống trong những môi trường khắc nghiệt vốn không tương thích với loài cá.,khoa học,kienthuc.net,14:40 | 06/06/2022
Phát hiện loài thực vật lớn nhất thế giới: Rộng tới 200km2?,https://kienthuc.net.vn/khoa-hoc-cong-nghe/phat-hien-loai-thuc-vat-lon-nhat-the-gioi-rong-toi-200km2-1709539.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/Uploaded/ctvkhotrithuc/trang/thuc_vat_lon/avt_tv_lon_6_GXLR.jpg,"Cánh đồng cỏ biển tại Tây Australia thực chất chỉ do một cây con nhân bản, phát triển bền bỉ qua các thay đổi môi trường trong suốt 4.500 năm.",khoa học,kienthuc.net,12:50 | 06/06/2022
"Trái đất suýt bị “quái vật vũ trụ” thổi bay, làm cho chết non",https://kienthuc.net.vn/khoa-hoc-cong-nghe/trai-dat-suyt-bi-quai-vat-vu-tru-thoi-bay-lam-cho-chet-non-1709538.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_06/2/2_UPHU.png,"Một nghiên cứu mới đây cho thấy, Trái đất có thể đã bị giết từ khi ""còn trong nôi"" bởi lỗ đen quái vật Sagittarius A* nằm ở trung tâm thiên hà Milky Way.",khoa học,kienthuc.net,12:20 | 06/06/2022
Giải mã ngũ hành tinh “thẳng hàng” trên bầu trời suốt tháng 6/2022,https://kienthuc.net.vn/khoa-hoc-cong-nghe/giai-ma-ngu-hanh-tinh-thang-hang-tren-bau-troi-suot-thang-62022-1709284.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/Uploaded/ctvkhotrithuc/trang/ngu_hanh_tinh/avt_ngu_hanh_tinh_JPLJ.jpg,"Bắt đầu từ ngày 3/6, ngũ hành tinh gồm sao Thủy, sao Kim, sao Hỏa, sao Mộc và sao Thổ có thể được nhìn thấy xếp thẳng hàng trên bầu trời bằng mặt thường.",khoa học,kienthuc.net,08:15 | 06/06/2022
Bí ẩn người lợn từng khiến dân Mỹ ám ảnh không ngừng,https://kienthuc.net.vn/khoa-hoc-cong-nghe/bi-an-nguoi-lon-tung-khien-dan-my-am-anh-khong-ngung-1709283.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_01/7/bi-an-nguoi-lon-tung-xuat-hien-khien-dan-my-kinh-so-Hinh-11.png,"Vào những năm 1960, rất nhiều người ở Florida, Mỹ cho biết họ đã nhìn thấy người lợn - một sinh vật bí ẩn hình người nhưng có mõm giống lợn.",khoa học,kienthuc.net,07:30 | 06/06/2022
Sự thật giật mình các trận động đất lặp đi lặp lại trên sao Hỏa,https://kienthuc.net.vn/khoa-hoc-cong-nghe/su-that-giat-minh-cac-tran-dong-dat-lap-di-lap-lai-tren-sao-hoa-1709282.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/Uploaded/ctvkhoahoc/2022_06_05/saohoa/z_1_KPKX.jpg,Hoạt động của núi lửa có thể là nguyên nhân gây ra các vết nứt trên Hỏa tinh.,khoa học,kienthuc.net,07:10 | 06/06/2022
"Điểm danh 10 động vật ""ngoài hành tinh"" lạ lùng nhất quả đất",https://kienthuc.net.vn/khoa-hoc-cong-nghe/diem-danh-10-dong-vat-ngoai-hanh-tinh-la-lung-nhat-qua-dat-1709281.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/Uploaded/ctvkhotrithuc/trang/dong_vat_la_lung/avt_tatu_1_XWXI.jpg,"Những động vật này đều có hình dáng lạ lùng, kỳ dị như các loài sinh vật ngoài hành tinh.",khoa học,kienthuc.net,06:00 | 06/06/2022
Kỳ bí những dấu chân lạ nghi của “ác quỷ” để lại khắp nơi,https://kienthuc.net.vn/khoa-hoc-cong-nghe/ky-bi-nhung-dau-chan-la-nghi-cua-ac-quy-de-lai-khap-noi-1709108.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/hongnhat/2022_06_01/3/dauu-1_NLYH.jpg,"Cách đây 167 năm, người dân ở hạt Devon, Anh nhìn thấy nhiều dấu chân lạ nghi của ""ác quỷ"". Những dấu chân này có ở trên nền tuyết, mái nhà, đường ống...",khoa học,kienthuc.net,20:15 | 05/06/2022
"Có những đặc điểm này, bạn chắc chắn thuộc nhóm đặc biệt nhất thế giới!",https://kienthuc.net.vn/khoa-hoc-cong-nghe/co-nhung-dac-diem-nay-ban-chac-chan-thuoc-nhom-dac-biet-nhat-the-gioi-1709097.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_03/3/9_BUQO.png,Đôi khi chúng ta là những người đặc biệt mà không hề biết về điều đó. Dưới đây là một số đặc điểm như vậy hay cùng kiểm tra ngay!,khoa học,kienthuc.net,14:40 | 05/06/2022
"Đem mẫu vật từ sao Hỏa về Trái đất, chuyên gia lo ngay ngáy?",https://kienthuc.net.vn/khoa-hoc-cong-nghe/dem-mau-vat-tu-sao-hoa-ve-trai-dat-chuyen-gia-lo-ngay-ngay-1709096.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_03/2/4_ELHB.png,"Các nhà khoa học đang lên kế hoạch để khai thác tài nguyên trên Mặt Trăng, thế nhưng tại sao việc khai thác trên sao Hoả lại không được ủng hộ?",khoa học,kienthuc.net,12:50 | 05/06/2022
Kỳ bí những lời đồn ma quái khó giải ở Ngọc Môn Quan,https://kienthuc.net.vn/khoa-hoc-cong-nghe/ky-bi-nhung-loi-don-ma-quai-kho-giai-o-ngoc-mon-quan-1709094.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/hongnhat/2022_05_23/1/ngoc-1_JMBV.jpg,"Nằm ở Cam Túc, Trung Quốc, Ngọc Môn Quan là điểm giao thoa trên con đường tơ lụa. Tương truyền, quan ải này từng xảy ra những chuyện ma quái khó lý giải.",khoa học,kienthuc.net,12:20 | 05/06/2022
Hóa thạch gần 17 triệu tuổi hé lộ họ hàng lạ lùng của hươu cao cổ,https://kienthuc.net.vn/khoa-hoc-cong-nghe/hoa-thach-gan-17-trieu-tuoi-he-lo-ho-hang-la-lung-cua-huou-cao-co-1709051.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/Uploaded/ctvkhotrithuc/trang/ho_hang_hcc/avt_hh_hcc_6_JSCK.jpg,"Gần 17 triệu năm trước, một họ hàng của hươu cao cổ nhưng có chiếc cổ ngắn và hộp sọ dày đã sống lang thang ở miền bắc Trung Quốc.",khoa học,kienthuc.net,08:15 | 05/06/2022
Sự thật về loài cá có răng như người,https://kienthuc.net.vn/khoa-hoc-cong-nghe/su-that-ve-loai-ca-co-rang-nhu-nguoi-1709071.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/Uploaded/hongnhat/2022_06_04/1-7082_RSCF.jpg,"Cá đầu cừu (Archosargus probatocephalus) là một loài cá biển có vây tia, nổi tiếng với những chiếc răng cửa trông rất giống răng người.",khoa học,kienthuc.net,07:42 | 05/06/2022
"Vì nguyên nhân gây sốc này, Trái đất có thể thành hành tinh hỗn loạn",https://kienthuc.net.vn/khoa-hoc-cong-nghe/vi-nguyen-nhan-gay-soc-nay-trai-dat-co-the-thanh-hanh-tinh-hon-loan-1709061.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_05_27/5/3_FKSU.png,"Nhiều khu vực trên Trái Đất đang trải qua những kiểu khí hậu khác lạ, có thể dẫn đến một sự hỗn loạn với những hậu quả thảm khốc không thể nào khắc phục được.",khoa học,kienthuc.net,07:30 | 05/06/2022
"Phát hiện 42 thi hài cổ xưa, chuyên gia lập tức giải mã",https://kienthuc.net.vn/khoa-hoc-cong-nghe/phat-hien-42-thi-hai-co-xua-chuyen-gia-lap-tuc-giai-ma-1709062.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/hongnhat/2022_06_02/3/cot-5_HDYK.jpg,Các nhà khảo cổ đã khai quật được 42 bộ hài cốt có niên đại vào thế kỷ 16 tại Peru. Họ cho rằng địa điểm này cất giấu một số xác ướp nhà vua Inca.,khoa học,kienthuc.net,07:10 | 05/06/2022
"Phát hiện tranh vẽ 30.000 tuổi trong hang động, lộ bí mật bất ngờ",https://kienthuc.net.vn/khoa-hoc-cong-nghe/phat-hien-tranh-ve-30000-tuoi-trong-hang-dong-lo-bi-mat-bat-ngo-1709046.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/hongnhat/2022_06_03/3/tranh-1_GATW.jpg,"Bên trong hang động Cosquer, miền Nam nước Pháp, các chuyên gia phát hiện những bức tranh vẽ cổ 30.000 tuổi. Những bức họa này hé lộ bí mật bất ngờ.",khoa học,kienthuc.net,06:40 | 05/06/2022
"Truyền thuyết hoá ra có thật, trùng hợp với những thảm hoạ lịch sử",https://kienthuc.net.vn/khoa-hoc-cong-nghe/truyen-thuyet-hoa-ra-co-that-trung-hop-voi-nhung-tham-hoa-lich-su-1709031.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/Uploaded/thuydung/2022_06_01/noah-s-ark-site_QVCQ.jpg,Rất nhiều thảm hoạ thiên nhiên có sự tương đồng với những câu chuyện truyền thuyết thay vì do trí tưởng tượng của con người như chúng ta vẫn tưởng.,khoa học,kienthuc.net,21:08 | 04/06/2022
Trái đất bắt được tín hiệu flsah kỳ lạ của một “quái vật vũ trụ“,https://kienthuc.net.vn/khoa-hoc-cong-nghe/trai-dat-bat-duoc-tin-hieu-flsah-ky-la-cua-mot-quai-vat-vu-tru-1708980.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_02/3/2_ISWS.png,"Tín hiệu vô tuyến kỳ lạ trông như ánh đèn flash đã bị Kính viễn vọng vô tuyến MeerKAT thu lại được có thể đến từ một loại ""quái vật vũ trụ"" hoàn toàn mới.",khoa học,kienthuc.net,19:03 | 04/06/2022
Trung Quốc tìm ra kỹ thuật “ma cà rồng” khiến sinh vật sống trẻ lại?,https://kienthuc.net.vn/khoa-hoc-cong-nghe/trung-quoc-tim-ra-ky-thuat-ma-ca-rong-khien-sinh-vat-song-tre-lai-1708878.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_02/5/8_LXCJ.png,"Các nhà nghiên cứu tại Viện Khoa học Trung Quốc đã sử dụng kỹ thuật ""ma cà rồng"" giúp những con chuột già sống lâu hơn, đây có thể là chìa khoá cho sự trẻ hoá.",khoa học,kienthuc.net,14:40 | 04/06/2022
Bức phù điêu cổ đại miêu tả phi hành gia vận hành tàu vũ trụ?,https://kienthuc.net.vn/khoa-hoc-cong-nghe/buc-phu-dieu-co-dai-mieu-ta-phi-hanh-gia-van-hanh-tau-vu-tru-1708875.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_02/7/3_BSKF.png,Các nhà khoa học đã phát hiện một bức điêu khắc cổ xưa của người Maya miêu tả một chàng trai trẻ đang vận hành một cỗ máy rất giống với tàu vũ trụ hiện đại!,khoa học,kienthuc.net,12:50 | 04/06/2022
Một tiểu hành tinh đang đến gần Trái Đất: To bằng cá voi xanh?,https://kienthuc.net.vn/khoa-hoc-cong-nghe/mot-tieu-hanh-tinh-dang-den-gan-trai-dat-to-bang-ca-voi-xanh-1708860.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/Uploaded/ctvkhotrithuc/trang/tht_ca_voi_xanh/avt_tht_ca_voi_xanh_1_FHJK.jpg,"Theo NASA, một tiểu hành tinh có kích thước ít nhất bằng một con cá voi xanh sẽ lướt qua Trái Đất với vận tốc hơn 26.000 km/h.",khoa học,kienthuc.net,12:20 | 04/06/2022
Chân dung loài thủy quái “ghê gớm” khiến khủng long khiếp sợ khi đối đầu,https://kienthuc.net.vn/khoa-hoc-cong-nghe/chan-dung-loai-thuy-quai-ghe-gom-khien-khung-long-khiep-so-khi-doi-dau-1708764.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/hongnhat/2022_06_03/4/ca-3_UDFK.jpg,"Sarcosuchus là thủy quái cổ đại có cơ thể to lớn, chiều dài lên đến 12m, nặng khoảng 8 tấn. Nó có thể lên bờ săn mồi và ăn thịt khủng long.",khoa học,kienthuc.net,07:30 | 04/06/2022
Kon Tum tiếp nhận cá thể tê tê Java: Loài cực nguy cấp!,https://kienthuc.net.vn/khoa-hoc-cong-nghe/kon-tum-tiep-nhan-ca-the-te-te-java-loai-cuc-nguy-cap-1708763.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/hongnhat/2022_06_03/5/te-3_ZFXH.jpg,Trung tâm Bảo tồn đa dạng sinh học và Du lịch sinh thái (Kon Tum) tiếp nhận 1 con tê tê Java quý hiếm do người dân giao nộp. Đây là loài nguy cấp cần bảo vệ.,khoa học,kienthuc.net,07:10 | 04/06/2022
"Thiên tài Hawking, Einstein và Galileo có điểm trùng hợp khiến thế giới giật mình",https://kienthuc.net.vn/khoa-hoc-cong-nghe/thien-tai-hawking-einstein-va-galileo-co-diem-trung-hop-khien-the-gioi-giat-minh-1708761.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_03/5/2_EKFB.png,"Ít ai biết rằng, 3 nhà khoa học vĩ đại của nhân loại là Hawking, Einstein và Galileo có sự trùng hợp kỳ lạ khiến nhiều người cho rằng họ liên kết với nhau.",khoa học,kienthuc.net,06:40 | 04/06/2022
Loại muối cả thế giới cực ưa chuộng: Việt Nam có nhiều!,https://kienthuc.net.vn/khoa-hoc-cong-nghe/loai-muoi-ca-the-gioi-cuc-ua-chuong-viet-nam-co-nhieu-1708715.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_03/6/10_GVXA.png,Ở Việt Nam có một loại muối an toàn hơn muối ăn thông thường rất được thế giới ưa chuộng nhưng chúng ta vẫn chưa biết được lợi ích và tận dụng nó.,khoa học,kienthuc.net,20:15 | 03/06/2022
Tròn mắt những loài động vật kỳ dị đến khó tin ở Việt Nam,https://kienthuc.net.vn/khoa-hoc-cong-nghe/tron-mat-nhung-loai-dong-vat-ky-di-den-kho-tin-o-viet-nam-1708683.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_03/7/10_RUPT.png,"Nhờ hệ sinh thái phong phú, nhiều loài động vật đặc hữu đã được phát hiện tại Việt Nam kỳ lạ đến mức bạn không tin chúng tồn tại nếu không nhìn tận mắt.",khoa học,kienthuc.net,19:03 | 03/06/2022
Những điều cực bất ngờ về loài sư tử sống ở châu Á,https://kienthuc.net.vn/khoa-hoc-cong-nghe/nhung-dieu-cuc-bat-ngo-ve-loai-su-tu-song-o-chau-a-1708513.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/Uploaded/quocquan/2022_06_03/Su-tu-chau-A-01_XAJJ.jpg,"So với sư tử châu Phi, sư tử châu Á nhỏ hơn một cách rõ rệt. Ngoài ra còn nhiều đặc điểm khác để phân biệt sư tử châu Á với sư tử châu Phi.",khoa học,kienthuc.net,14:40 | 03/06/2022
"Có 4 tộc người ngoài hành tinh ""thù địch"" ẩn náu trong dải ngân hà?",https://kienthuc.net.vn/khoa-hoc-cong-nghe/co-4-toc-nguoi-ngoai-hanh-tinh-thu-dich-an-nau-trong-dai-ngan-ha-1708511.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/Uploaded/ctvkhotrithuc/trang/milky_way/avt_dai_ngan_ha_4_VSFD.jpg,Dải Ngân Hà là ngôi nhà của hàng triệu hành tinh và có ít nhất 4 hành tinh trong số đó có thể tồn tại những nền văn minh sẽ đe dọa Trái Đất của chúng ta.,khoa học,kienthuc.net,12:50 | 03/06/2022
Thành phố mất tích 3.500 năm trước bỗng trồi lên từ giữa lòng sông,https://kienthuc.net.vn/khoa-hoc-cong-nghe/thanh-pho-mat-tich-3500-nam-truoc-bong-troi-len-tu-giua-long-song-1708507.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_03/1/1_XVFK.png,Các nhà khảo cổ học quốc tế mới đây đã khai quật được một thành phố cổ 3.500 năm tuổi ở giữa sông Tigris (miền Bắc Iraq) có thể thuộc về một đế chế hùng mạnh.,khoa học,kienthuc.net,12:20 | 03/06/2022
Loài khỉ vàng trên đảo Hòn Trà quý hiếm sao cần bảo tồn gấp?,https://kienthuc.net.vn/khoa-hoc-cong-nghe/loai-khi-vang-tren-dao-hon-tra-quy-hiem-sao-can-bao-ton-gap-1708374.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/hongnhat/2022_06_02/4/khii-2_VSLU.jpg,Ủy ban Nhân dân tỉnh Quảng Ngãi mới đề xuất phương án bảo tồn đàn khỉ quý hiếm tại đảo Hòn Trà. Đây là loài khỉ vàng thuộc danh mục động vật nguy cấp.,khoa học,kienthuc.net,07:30 | 03/06/2022
"Mặt trời xanh xuất hiện ở Bắc Kinh, chuyên gia lập tức giải mã",https://kienthuc.net.vn/khoa-hoc-cong-nghe/mat-troi-xanh-xuat-hien-o-bac-kinh-chuyen-gia-lap-tuc-giai-ma-1708375.html,https://photo-cms-kienthuc.zadn.vn/zoom/130_82/uploaded/thuydung/2022_06_01/8/5_IYQB.png,"Một tháng vừa qua, cư dân Bắc Kinh đã 3 lần chứng kiến hiện tượng Mặt Trời xanh trên bầu trời. Theo quan niệm dân gian, đây là điềm báo gì?",khoa học,kienthuc.net,07:10 | 03/06/2022
